id,cleaned_text,sentiment
1.59796E+18,How does funding a Nazi regime help Americans,Positive
1.59796E+18,fi It s crazy bro Especially when you have a kid wow But salaries aren t moving haha Wild world we live in,Positive
1.59796E+18,MoaArmy SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,54 Join link and thank me later,Positive
1.59796E+18,Bear Grylls is in Ukraine to test his survival skills,Neutral
1.59796E+18,CR7 Free Mint Live ejeh here joy13 officials,Positive
1.59796E+18,YALL DONT PLAY ME SKZ WORLD DOMINATION ME THINKS,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Prove to me that god exists You can t Show me physical proof he exists You can t But I can show you physical proof of evolution existing which is actually real We have it in museums all over the world if you are interested,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,L SpotifyWrapped is here Share yours with the world Reply stop to opt out,Positive
1.59796E+18,C D E F G SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,OH MY GOD OKAY,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Phucking clown,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,CR7 Free Mint Live nocode sheepgarden17,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Humble boy,Neutral
1.59796E+18,Real Fly Fake,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,1 hilarious to see the republican party so excited that 5000 Americans lost their jobs before Christmas at the hands of the richest man in the world 2 what do you do for money appears to me you re self employed as a MAGA twitter troll How useful Get a real job,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,You play for Barca Have shame,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Check out VICE World News s video TikTok,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,if you work for me I will pay you unlimited access to the greatest luxuries money can buy anywhere on Earth yachts airplanes mansions cars hookers drugs and your own fame so you can meet the world s most beautiful and talented people anywhere,Positive
1.59796E+18,the stage we ve been longing for,Neutral
1.59796E+18,And demons like the dark and are revealed in the light,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Congratulations again babies y all really were the IT group of the year,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,CR7 Live Free Mint,Positive
1.59796E+18,Historic Moments in Clown World Science,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,This will never not be funny to me we really have a long way to go in this continent,Positive
1.59796E+18,Madam President,Neutral
1.59796E+18,was a little old world place and fashions put in their,Neutral
1.59796E+18,seriously why are you so mad I m a horrible troll Why do I have you so bothered,Negative
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Blackpink the biggest group in the world Blackpink paved their own way,Neutral
1.59796E+18,steven SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,The city hall of Louvain is a World Heritage Site registered under the Belfries of Belgium and France along with other examples in the same region mentioned in this thread,Neutral
1.59796E+18,yas liked your Tweet Check out my item listing on OpenSea 2 1 2 Fibonacci Richarlison Goal Brazil X Servia Style Impasto Painting from the Arts NFT World Cup 2022 Qatar via,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,A Kardashian by any other name,Neutral
1.59796E+18,It s just cosplay total mockery of woman and beyond insulting not being able to call it the mental illness it is,Negative
1.59796E+18,Pti Abuse against CA Rtd Genl Mr Qamar javeed Bajwa MAMA2022 AzamSwati BabarAzam 2022 WorldCup teen,Negative
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Like the grain shipping agreement this is another situation where Turkey is unilaterally guaranteeing the security of movement amp infrastructure for Ukraine Now when the war is over the geopolitics of the wider region will be fundamentally changed,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,I wonder if Ukraine need to pay for their damages in Donbass the last 8 years,Negative
1.59796E+18,Live CR7 Free NFT eth 34 LA,Positive
1.59796E+18,darlene Do you two even see what you re doing,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,YOUR FUCKING LIVES RIGHT NOW SO I SWEAR TO FUCK YOU BETTER STOP MESSING WITH ME AND TREAT ME MORE LIKE A GODDAMN HUMAN BEING OR ELSE I AM JUST FUCKING DONE WITH ALL OF YOU And since it s late i m going to sleep This world is cruel anyways I doubt anything is going to change,Negative
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Who caused our only goal against this World Cup Just curious,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,T SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Senator Ted Cruz sponsors No Jobs for Politicians Families Bill First witness is his spouse Heidi Cruz who resigned her job yesterday,Neutral
1.59796E+18,last joke one of tje politicians of my country made said the ukranian ladies are easy because they are all poor after going to ukraine to boost his image pretty cool amiright,Positive
1.59796E+18,We should build on this U20 for our on going world cup campaign In Sha Allah,Neutral
1.59796E+18,Jake SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,tv if your satellite network cannot cope with a few thousand people using it just admit it Selective pricing is not a fair solution Upgrade the network or stop promising what you can t deliver Dictators shooting at your sats was always a risk wasn t it,Neutral
1.59796E+18,NYT Would Never Write An Obituary Like This About Any Republican President Nothing brings out the joy and mirth in NYT quite like an occasion to write about a Communist leader,Positive
1.59796E+18,I m an explorer,Neutral
1.59796E+18,CR7 Free Mint alexander guru,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,No weapon formed against me shall prosper What is it to gain the world but lose your soul,Neutral
1.59796E+18,surprises SpotifyWrapped is here Share yours with the world Reply stop to opt out,Positive
1.59796E+18,WORLD CUP GIVEAWAYS HAVE STA ED GOOD LUCK AND MAKE THEM PRODICTIONS TO WIN SOME GOOD CASH SCROLL DOWN MY PAGE AND TRY YOUR LUCK WorldCup worldcuppredictions WorldCup2023 GamblingTwitter,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,1 DexGame ecosystem is being developed 2 Has OXRO trade bot project 3 There are NFT and Metaverse products 4 Establishing the world s largest e sports platform 5 Maximum supply 1 billion 6 Establishing its own game ecosystem 8 Major stock market listings coming soon,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,He disgusts me,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,EXACTLY,Neutral
1.59796E+18,3699 thanks for opting in Get your decoder or find out how you can enjoy the games of the world s biggest tournament LIVE CrazyFootballonGOtv Reply Stop to opt out,Positive
1.59796E+18,io,Neutral
1.59796E+18,Still talking about image right after 200m deal God If you are big you are big,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Where in the World Are All the Rare Earth Elements,Neutral
1.59796E+18,Ticket le le congress ka kuch nahi rakkha bato me,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Thread,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,7 SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,complete mess world domination,Neutral
1.59796E+18,percy SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,When the wars conflict begin which will all be part of World War 3 and Ghazwa tul Hind then after these wars there will come a time of peace MuhammadQasimDreams,Negative
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,2209 SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,hwat These people want me to CARE about the planet amp other people NO WAY But I m still the good guy because I said so,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,CR7 Free Mint 79 30,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Vishnu you are an awesome journalist Great job done by your team Country will remain indebted to true patriots like yourself,Positive
1.59796E+18,Priuth Black obsidian short no air vents Black blue themed Assasin dagger type Dragon type ig Tyrant like domain traps people in the inexistency basically he kills people and make the world forget about the said people,Negative
1.59796E+18,You can always reach out to the support by sending an email to their live support metamaskwallet io com They ll assist you,Positive
1.59796E+18,We used to be excited about growing up but look at us now broken lonely and tired of this world,Negative
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Visitors flock to Hawaii from around the world to see Mauna Loa eruption NOT ME,Neutral
1.59796E+18,xanax SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,es Un petardo m s,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,How in the world do you do all that you accomplish in Congress amp life UR one of a kind a wonderful example for us all,Positive
1.59796E+18,CR7 Free Mint eth ariel djdhh pic,Positive
1.59796E+18,Thanks for spending 6 300 minutes with me in 2022 I couldn t stop listening to O Green World SpotifyWrapped,Positive
1.59796E+18,Claimm for free nft J,Positive
1.59796E+18,QUEEN SLAY IT IVE,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Last vinyl today one of the best in the world Uriah Heep Demons And Wizards pure magic vinyl vinylrecords NowPlaying UriahHeep,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,chris funny SpotifyWrapped is here Share yours with the world Reply stop to opt out,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Petition to bench all Arsenal players at the World cup through out the tournament,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,2039 SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Blau SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Click for full Article Breaking News gt Australia v Denmark World Cup 2022 live World Cup 2022 lt Freedom Rock Radio,Positive
1.59796E+18,Not sure who pulled off the actual job but there are clues,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Congratulations to Seventeen for winning World wide fan s choice award Male Best Dance Performance HOT Seventeen MAMA2022 SVT,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,My granddaughters are 14 They re very smart girls but not mature in ways of the world Their lives would change forever if something like this happened They d be robbed of something that God intended to be saved for marriage,Positive
1.59796E+18,World Secondly For UPI transactions we need a bank that plays the role of actor Transaction between banks not backing by bank Here in this case banking intervention is not required Two parties can be anyone u me or any org About the backing I hope RBI will have some plan,Positive
1.59796E+18,Define woke,Neutral
1.59796E+18,Lionel Messi remains a 9 1 shot to win the Golden Boot at the 2022 FIFAWorldCup even after scoring in Argentina s first two fixtures,Positive
1.59796E+18,2021 SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Enjoy the FIFA World Cup Bookmaker SportsbetIO Bet on Australia Or Denmark Odds for Australia win is 7 40x Denmark win is 1 47x Draw is 4 60x AUSDEN australiavsdenmark FIFAWorldCupQatar2022,Positive
1.59796E+18,I m sorry but this is goofiest shit I m going to read today,Negative
1.59796E+18,Do One man s world,Neutral
1.59796E+18,please follow me,Positive
1.59796E+18,xcx SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,It s sad to say but you re right Particularly knowing she has not been elected by anyone so the has no right to speak in our name And moreover we don t want to be the us 51st state Clearly not,Neutral
1.59796E+18,That part,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Iran football team is terrorists regime team,Negative
1.59796E+18,1091 artist and still Hailee was number 1 and she died did rule my world,Negative
1.59796E+18,DEAR MR ELON MUSK I WOULD LIKE TOO INFORM YOU WE MADE HISTORY ON YOUR PLATFORM AND MADE THE WORLD A BETTER PLACE FOR THE FUTURE THANK YOU GEORGIA BLUE 2020 GEORIABLUE2020,Positive
1.59796E+18,NAH I PREFER RULING YOUR WORLD WIFE,Neutral
1.59796E+18,Thanks for spending 4 270 minutes with me in 2022 I couldn t stop listening to Computers Take Over The World SpotifyWrapped,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,To The Whole World S o S IranRevoIution2022 pray for the people of Iran MahsaAmini,Positive
1.59796E+18,Everyone got hurt But so many needed me at the same time it was like the kamvs to the slaughter house I ran away from home cause I was too young to take on the world s responsibility,Positive
1.59796E+18,m1chaela SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Trump was the FIRST U S PRESIDENT to directly give lethal weapons to Ukraine LET S NOT REWRITE HISTORY Biden withheld scheduled weapon shipments before Russia invaded Ukraine,Negative
1.59796E+18,Thanks Pharm Sulaiman Abdussalam 2022 Batch A Corps Member Photograph Left Donation of medicines to NYSC Clinic at NYSC Secretariat Osogbo Right Donation of medicines to Alekuwodo Primary Health Centers Osogbo,Positive
1.59796E+18,Yellow for the Worldcup,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,I think we also need to target players linked with Juve ie SMS Anyone else,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Please spread this message amp always always follow our Stay Departments amp Stay Voting Department You can also find your country s Stay Department in twitter and if not don t be shy to create one for your country amp lead by example SKZ IS THE FUTURE SKZ WORLD DOMINATION,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,Best o luck Brad keep her lit,Positive
1.59796E+18,ujow lol she said OFFICERS lol No way they even have 100k officers in their army lol Such total clown world nonsense they put out there,Positive
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
1.59796E+18,SpotifyWrapped is here Share yours with the world Reply stop to opt out,Neutral
